tract,prostitution,theft,liquor_law_violation,burglary,public_peace_violation,homicide,battery,arson,narcotics,gambling,offense_involving_children,assault,motor_vehicle_theft,intimidation,public_indecency,weapons_violation,robbery,kidnapping,interference_with_public_officer,crim_sexual_assault,criminal_trespass,criminal_damage,sex_offense,stalking,deceptive_practice,obscenity
17031060200,-0.242676907,-0.480911265,-0.603721657,-0.405640724,-0.184163262,-0.537412997,-0.721704577,-0.522794606,-0.602669557,-0.393732288,-0.873152565,-0.525664821,-0.541633083,-0.284556406,-0.133796304,-0.757496722,-0.811432681,-0.394187556,-0.652269171,-0.776352804,-0.297031536,-0.774362302,-0.764085418,-0.384012511,-0.323542069,-0.152108981
17031062300,-0.242676907,-0.396432491,-0.603721657,1.032274281,-0.751832699,-0.537412997,-0.962094622,-0.522794606,-0.621650421,-0.393732288,-0.873152565,-0.903677663,-0.46347926,-0.284556406,-0.133796304,-0.757496722,-0.858737836,-0.394187556,-0.652269171,-0.776352804,-0.397852834,-0.449211737,-0.764085418,-0.384012511,-0.345324264,-0.152108981
17031821402,-0.242676907,-1.037986055,-0.603721657,-1.395314585,-0.751832699,-0.537412997,-1.101568947,-0.522794606,-0.621650421,-0.393732288,-0.585285635,-1.073552088,-1.45906463,-0.284556406,-0.133796304,-0.757496722,-0.967875742,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-1.566766537,-0.764085418,-0.384012511,-0.374380955,-0.152108981
17031090300,-0.242676907,-0.816914169,-0.603721657,-1.325202694,-0.751832699,-0.537412997,-0.978522502,-0.522794606,-0.5924459,-0.393732288,-0.873152565,-0.886219723,-1.45906463,-0.284556406,-0.133796304,-0.757496722,-0.967875742,-0.394187556,-0.652269171,-0.776352804,-0.388844243,-0.885027638,-0.764085418,-0.384012511,-0.284741347,-0.152108981
17031170900,-0.242676907,-0.821781354,-0.603721657,-0.893113962,-0.751832699,-0.537412997,-0.731998625,-0.522794606,-0.621650421,-0.393732288,-0.270362911,-0.623429488,-0.705339004,-0.284556406,-0.133796304,-0.757496722,-0.871480149,-0.394187556,-0.652269171,-0.776352804,-0.408087283,-1.090124874,-0.764085418,-0.384012511,-0.306805163,-0.152108981
17031030702,-0.242676907,-0.831865775,-0.603721657,-1.343174074,-0.751832699,-0.537412997,-0.946213374,-0.522794606,-0.57248649,-0.393732288,-0.873152565,-1.073552088,-1.327047043,-0.284556406,-0.133796304,-0.757496722,-0.967875742,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-1.530436792,-0.764085418,-0.384012511,-0.255638214,-0.152108981
17031051200,-0.242676907,-0.444155543,-0.603721657,-0.000168601,-0.35659847,-0.537412997,-0.739653314,-0.522794606,-0.621650421,-0.393732288,-0.192032066,-0.819244695,-0.749339477,-0.284556406,-0.133796304,-0.757496722,-0.967875742,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-0.952658076,-0.764085418,-0.384012511,-0.245115033,-0.152108981
17031063303,-0.242676907,-0.10999263,-0.603721657,-1.179330592,-0.751832699,-0.537412997,-0.750154036,-0.522794606,-0.588287721,-0.393732288,-0.873152565,-0.538539589,-0.742366324,-0.284556406,-0.133796304,-0.757496722,-0.692895475,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-0.331778215,-0.764085418,-0.384012511,-0.268960268,-0.152108981
17031070500,-0.242676907,-0.01400606,-0.603721657,0.263738456,-0.342560096,-0.537412997,-0.943012172,0.450309753,-0.607965789,-0.393732288,-0.873152565,-1.02966206,-0.650637263,-0.284556406,-0.133796304,-0.757496722,-0.798689624,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-0.818561503,-0.764085418,-0.384012511,-0.109931277,-0.152108981
17031242900,-0.242676907,0.216765307,-0.603721657,2.199164011,-0.39304522,-0.537412997,-0.747755156,-0.522794606,-0.477691366,-0.393732288,1.600089774,-0.996599991,1.246900635,-0.284556406,-0.133796304,-0.757496722,-0.077977027,-0.394187556,-0.652269171,-0.776352804,-0.48551089,-0.55712001,-0.764085418,-0.384012511,-0.122402083,-0.152108981
